name,sic,cityba,afs,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockValue,IncomeTaxExpenseBenefit,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingIncomeLoss,PropertyPlantAndEquipmentNet,RetainedEarningsAccumulatedDeficit,StockholdersEquity
ziopharm oncology inc,2834,boston,2,106765000.0,89407000.0,76746000.0,-38323000.0,0.001,216000.0,,18484000.0,106765000.0,13593000.0,1036000.0,-2594000.0,-36765000.0,-22670000.0,-44202000.0,11606000.0,-808325000.0,88281000.0
"aeva technologies, inc.",3714,mountain view,4,521268000.0,512622000.0,156999000.0,,0.0001,21000.0,0.0,19089000.0,521268000.0,12788000.0,513650000.0,-347283000.0,-33992000.0,-24073000.0,-44863000.0,2511000.0,-104615000.0,502179000.0
"biolase, inc",3843,irvine,4,61249000.0,55340000.0,37081000.0,19409000.0,0.001,151000.0,-80000.0,27993000.0,61249000.0,12719000.0,29811000.0,-311000.0,-10008000.0,-702000.0,-9344000.0,916000.0,-258979000.0,33256000.0
"fuel doctor holdings, inc.",5013,vallejo,4,0.0,,,,0.0001,3674.0,,18939.0,0.0,18939.0,,,,-3023.0,-3023.0,,-1546359.0,-18939.0
"securetech innovations, inc.",3714,roseville,4,277119.0,277119.0,233720.0,,0.001,171131.0,,2961.0,277119.0,2961.0,172250.0,,,-34059.0,-24662.0,,-381077.0,274158.0
live current media inc.,7389,reno,4,1326773.0,900296.0,,723785.0,0.001,34838.0,,99518.0,1326773.0,,,954243.0,-230458.0,454681.0,,,-17282959.0,1227255.0
centrus energy corp,1400,bethesda,4,500600000.0,425900000.0,176000000.0,24000000.0,,,300000.0,772000000.0,500600000.0,350100000.0,21800000.0,-700000.0,2900000.0,16700000.0,8400000.0,5100000.0,-398600000.0,-271400000.0
park ohio industries inc/oh,3460,cleveland,4,1365700000.0,770100000.0,,-200000.0,,,-2800000.0,,1365700000.0,323300000.0,45000000.0,-19800000.0,-25100000.0,500000.0,9200000.0,,,351500000.0
red river bancshares inc,6022,alexandria,4,2878476000.0,,667472000.0,220271000.0,,65934000.0,3557000.0,2585552000.0,2878476000.0,,226041000.0,-41108000.0,35338000.0,8239000.0,,47414000.0,224240000.0,292924000.0
encision inc,3841,boulder,4,5651500.0,4165040.0,1328669.0,,,,0.0,2847896.0,5651500.0,1251190.0,-3340.0,-14281.0,-128049.0,,-5102.0,257560.0,-21470567.0,2803604.0
opgen inc,8071,rockville,4,68562363.0,35070381.0,31182385.0,17626390.0,0.01,382703.0,,28826444.0,68562363.0,4857269.0,32205067.0,-1723064.0,-12559210.0,-21937152.0,-12399729.0,4223155.0,-222672979.0,39735919.0
defense technologies international corp.,1040,del mar,4,153927.0,133590.0,44209.0,,0.0001,9022.0,0.0,4151967.0,153927.0,4151967.0,337000.0,0.0,,-13229003.0,-743128.0,,-13229003.0,-4009887.0
"sector 10, inc.",5090,bluffdale,4,0.0,0.0,0.0,,0.001,306.0,0.0,10394655.0,0.0,10394655.0,657139.0,-189541.0,,-16543190.0,-14719780.0,0.0,-16543190.0,-10394655.0
altex industries inc,1311,denver,4,2193000.0,2048000.0,2018000.0,,0.01,122000.0,,1182000.0,2193000.0,1104000.0,0.0,0.0,,-108000.0,,44000.0,-12905000.0,1011000.0
"alight, inc. /de",7389,las vegas,4,1036162763.0,152466.0,14551.0,-481920.0,0.0001,,15636.0,166783520.0,1036162763.0,10050365.0,1036620046.0,-1035000000.0,-481920.0,53826180.0,-4175988.0,,-60606470.0,5000003.0
conx corp.,6770,littleton,4,750990226.0,947481.0,894640.0,,,,4905.0,67292161.0,750990226.0,154662.0,,,-317197.0,4845332.0,-230200.0,,4997415.0,5000005.0
spring valley acquisition corp.,100,dallas,4,233801679.0,1488185.0,1316994.0,-589354.0,,,,36839721.0,233801679.0,103721.0,-25000.0,,-564354.0,4301484.0,-384977.0,,-8669940.0,5000008.0
galileo acquisition corp.,3990,new york,4,139495048.0,306210.0,241416.0,,0.0001,360.0,,,139495048.0,15092610.0,,,-383414.0,-11284061.0,-1399263.0,,-13597922.0,-13597562.0
"inrad optics, inc.",3679,northvale,4,7159329.0,5699739.0,1494346.0,364643.0,0.01,139674.0,0.0,4117285.0,7159329.0,1451232.0,0.0,-14036.0,378679.0,1515050.0,419059.0,576615.0,-16769903.0,3042044.0
ideal power inc.,3674,austin,4,28438696.0,25985183.0,25716977.0,,0.001,5873.0,,1992171.0,28438696.0,742571.0,24505835.0,-145019.0,-1801095.0,-2110843.0,-1276244.0,58576.0,-77246654.0,26446525.0
"leap therapeutics, inc.",2834,cambridge,4,37940000.0,36020000.0,35734000.0,-16337000.0,0.001,60000.0,,8056000.0,37940000.0,8056000.0,18000.0,25000.0,-16339000.0,-18660000.0,-18798000.0,50000.0,-241645000.0,29884000.0
point biopharma global inc.,2834,indianapolis,4,297462629.0,281808406.0,273736820.0,263190071.0,0.0001,9012.0,123782.0,11972307.0,297462629.0,11909588.0,285876917.0,-5856823.0,-16830023.0,-14589079.0,-8650414.0,15654223.0,-27971306.0,
village bank & trust financial corp.,6022,midlothian,4,717932000.0,,,,4.0,5796000.0,2039000.0,658951000.0,717932000.0,,8172000.0,-3188000.0,23224000.0,3294000.0,,12056000.0,-1547000.0,58981000.0
"first savings financial group, inc.",6035,jeffersonville,4,1758628000.0,,22909000.0,,0.01,26000.0,9039000.0,1580893000.0,1758628000.0,,-18280000.0,-43847000.0,51310000.0,4308000.0,,27146000.0,146191000.0,177735000.0
"urban one, inc.",4832,silver spring,4,1239542000.0,279735000.0,129307000.0,55922000.0,,,6119000.0,987887000.0,1239542000.0,99157000.0,-1116000.0,5546000.0,51492000.0,17866000.0,61677000.0,25258000.0,-787046000.0,236463000.0
frontier acquisition corp.,6770,new york,4,231233529.0,1230622.0,454904.0,454904.0,,,,16610184.0,231233529.0,228034.0,231562706.0,-230000000.0,-1107802.0,-1236805.0,-396762.0,,-984368.0,5000005.0
"simon property group acquisition holdings, inc.",6770,indianapolis,4,346285148.0,1277888.0,687329.0,667329.0,,,,31234302.0,346285148.0,125969.0,346469342.0,-345000000.0,-802013.0,-293174.0,-336423.0,,138435.0,5000006.0
"sterling bancorp, inc.",6035,southfield,4,3417452000.0,,,-224019000.0,,82157000.0,1739000.0,3090410000.0,3417452000.0,,-487360000.0,256788000.0,6553000.0,3452000.0,,9423000.0,230630000.0,327042000.0
sandston corp,6770,bloomfield hills,4,203.0,,,,,34013207.0,0.0,,203.0,22726.0,,,-6989.0,-16033.0,,,-34035730.0,-22523.0
"arch therapeutics, inc.",3841,framingham,4,4995757.0,4986218.0,,,0.001,236720.0,,4380124.0,4995757.0,1445841.0,7269233.0,-3275.0,-4446077.0,-1529905.0,-1667948.0,6039.0,-48031742.0,615633.0
catalyst partners acquisition corp.,6770,cambridge,4,347918968.0,4353139.0,3073670.0,3073670.0,,,0.0,44370590.0,347918968.0,487218.0,348122272.0,-343603910.0,-1444692.0,-7833511.0,-542883.0,,-7868069.0,5000008.0
pioneer merger corp.,6199,new york,4,403260428.0,745098.0,58197.0,58197.0,,,,48120736.0,403260428.0,439406.0,404151313.0,-402500000.0,-1593116.0,-13275645.0,-675043.0,,4998472.0,5000002.0
innovative solutions & support inc,7371,malvern,4,27016964.0,17312730.0,7482863.0,-16302004.0,0.001,19343.0,-1473014.0,4008223.0,27016964.0,4008223.0,-19771082.0,-324025.0,3793103.0,,2039159.0,8220942.0,-7413079.0,23008741.0
"acurx pharmaceuticals, inc.",2834,staten island,4,17440145.0,,17095596.0,,0.001,9916.0,0.0,1918639.0,17440145.0,1918639.0,14797132.0,,-876947.0,-5478389.0,,,-19279001.0,
tradeup global corp,6770,new york,4,45628301.0,738013.0,702780.0,702780.0,,,,1898012.0,45628301.0,326867.0,45638813.0,-44889860.0,-46173.0,-27059.0,-27487.0,,-27059.0,5000009.0
apollo strategic growth capital,6770,georgetown,4,818575847.0,1414127.0,598768.0,340896.0,,,,84092934.0,818575847.0,8247394.0,2428233.0,,-2087337.0,21601594.0,,,1929786.0,5000003.0
"neubase therapeutics, inc.",2834,pittsburgh,4,69318829.0,60216777.0,58842475.0,26850192.0,0.0001,3271.0,,9043133.0,69318829.0,3140136.0,42493574.0,-2211845.0,-13431537.0,-8662869.0,-19396257.0,2258610.0,-61809471.0,60275696.0
jaws spitfire acquisition corp,3559,miami beach,4,345529674.0,519764.0,145200.0,-1522400.0,,,0.0,40638405.0,345529674.0,3459405.0,-267768.0,,-1254632.0,13423592.0,-4629818.0,,2338422.0,5000009.0
ithax acquisition corp.,6770,new york,4,242487852.0,937789.0,728829.0,727829.0,,,,17549961.0,242487852.0,23586.0,242703130.0,-241500000.0,-475301.0,1965357.0,-256961.0,,2091860.0,5000001.0
"takung art co., ltd",5990,hong kong,4,34667120.0,33560418.0,4263355.0,10454093.0,0.001,11667.0,11366.0,29635973.0,34667120.0,29562835.0,180485.0,388967.0,9831372.0,-7225831.0,-7984040.0,273561.0,-8024730.0,5031147.0
dhb capital corp.,6770,new york,4,288775557.0,1270004.0,510638.0,510638.0,,,0.0,24739167.0,288775557.0,1350000.0,289093296.0,-287500000.0,-1082658.0,-4178895.0,-1673742.0,,-2731057.0,5000000.0
recharge acquisition corp.,6770,west carrollton,4,203579277.0,1091546.0,963171.0,-342134.0,,,,22042721.0,203579277.0,369861.0,,,-342134.0,-1070374.0,-183665.0,,-5070252.0,5000004.0
burgundy technology acquisition corp,6770,grand cayman,4,347545945.0,798876.0,721796.0,,,,0.0,29586576.0,347545945.0,430636.0,,,-253019.0,1869857.0,-446883.0,,470335.0,5000007.0
motive capital corp,6770,new york,4,415549535.0,1459126.0,1006051.0,-668599.0,,,,36602571.0,415549535.0,1323051.0,,,-668599.0,-2878827.0,-1501732.0,,4998569.0,5000004.0
broadstone acquisition corp.,6770,"marylebone, london",4,306323181.0,995446.0,871279.0,,,,,41154369.0,306323181.0,2415205.0,,,-733766.0,-14728902.0,-3054113.0,,-13684665.0,5000006.0
omega alpha spac,6770,boston,4,139309860.0,1303432.0,664260.0,664260.0,,,,4918164.0,139309860.0,88164.0,139779855.0,-138000000.0,-1115595.0,-200469.0,203910.0,,-513981.0,5000006.0
"biostage, inc.",3841,holliston,4,1115000.0,834000.0,,-575000.0,0.01,97000.0,,387000.0,1115000.0,361000.0,598000.0,0.0,-1173000.0,-382000.0,-1913000.0,151000.0,-70216000.0,728000.0
oyster enterprises acquisition corp.,6770,stamford,4,230501716.0,495706.0,492477.0,452570.0,,,,20733847.0,230501716.0,48847.0,231382505.0,-230000000.0,-929935.0,-3743546.0,-281589.0,,4100457.0,5000009.0
scopus biopharma inc.,2834,new york,4,6808037.0,6804504.0,6261042.0,4428942.0,0.001,18094.0,,,6808037.0,8791836.0,9181100.0,,-4759242.0,-15628900.0,-18355923.0,3533.0,-33535946.0,-1983799.0
servotronics inc /de/,3420,elma,4,52563000.0,40787000.0,9640000.0,,0.2,523000.0,473000.0,,52563000.0,9621000.0,-148000.0,-13000.0,3866000.0,1186000.0,3517000.0,11320000.0,23530000.0,35470000.0
seven oaks acquisition corp.,6770,greenwich,4,260319739.0,1518339.0,935115.0,-829209.0,,,,23289058.0,260319739.0,1429558.0,,,-829209.0,-6262431.0,-2224735.0,,-5835181.0,5000001.0
mountain crest acquisition corp. iv,6770,new york,4,193000.0,25000.0,25000.0,25000.0,0.0001,144.0,,169000.0,193000.0,169000.0,25000.0,,,-1000.0,,,-1000.0,24000.0
hpx corp.,6770,wilmington,4,254152674.0,1127915.0,919374.0,-212676.0,,,0.0,26866814.0,254152674.0,596414.0,232596.0,,-212676.0,-1829884.0,-565570.0,,-5562409.0,5000001.0
fifth wall acquisition corp. iii,6770,grand cayman,4,278174766.0,3174766.0,1589235.0,1589235.0,,,,10514878.0,278174766.0,889878.0,278434743.0,-275000000.0,-1845508.0,-310439.0,,,-335746.0,5000008.0
fifth wall acquisition corp. i,7374,los angeles,4,347025070.0,2008125.0,655155.0,655155.0,,,,14644695.0,347025070.0,2569695.0,347857960.0,-345000000.0,-2202805.0,-3266527.0,-3283472.0,,-3273046.0,5000005.0
"synaptogenix, inc.",2834,new york,4,32959969.0,32940244.0,31702086.0,,0.0001,604.0,0.0,,32959969.0,769973.0,31492353.0,-5413.0,-5585322.0,-2293842.0,,19725.0,-6978692.0,32189996.0
"rush street interactive, inc.",7990,chicago,4,414701000.0,394769000.0,360805000.0,110755000.0,,,1752000.0,59834000.0,414701000.0,54753000.0,127329000.0,-5263000.0,-10423000.0,-3784000.0,-39506000.0,3290000.0,-47274000.0,95906000.0
roman dbdr tech acquisition corp.,6199,las vegas,4,236638634.0,352100.0,18045.0,-585570.0,,,,47767555.0,236638634.0,2251455.0,40000.0,,-625570.0,-21655640.0,-2839547.0,,-18065118.0,5000010.0
"cincinnati bancorp, inc.",6035,cincinnati,4,249769938.0,,15737494.0,,0.01,29756.0,9964.0,206972981.0,249769938.0,,11870009.0,-29218207.0,737886.0,80524.0,,3474669.0,21576440.0,42796957.0
alkuri global acquisition corp.,6770,nashville,4,346080171.0,1057553.0,70821.0,-222813.0,,,,37751722.0,346080171.0,4184222.0,346286687.0,-345000000.0,-1509500.0,-7632476.0,-5266438.0,,-7637561.0,5000009.0
adara acquisition corp.,6770,charlotte,4,117392096.0,1237672.0,941686.0,839390.0,,,0.0,6805580.0,117392096.0,192680.0,117117748.0,-116150000.0,-128358.0,-1805971.0,-415170.0,,2042434.0,5000005.0
kairos acquisition corp.,6770,norwalk,4,277813919.0,1806050.0,1066814.0,955118.0,,,,27363092.0,277813919.0,465292.0,278313684.0,-276000000.0,-1358566.0,-6200114.0,-991185.0,,2786002.0,5000007.0
iron spark i inc.,6770,jackson,4,175017157.0,1545157.0,1008513.0,1008513.0,0.0001,,,5952918.0,175017157.0,114918.0,175148894.0,-173472000.0,-668381.0,-151972.0,-153272.0,,-153272.0,5000006.0
"electromedical technologies, inc",3841,scottsdale,4,1443845.0,691963.0,380443.0,115530.0,0.0,436.0,,2913724.0,1443845.0,2212685.0,844037.0,,-728507.0,-774532.0,-524658.0,738281.0,-20851413.0,-1469879.0
powered brands,6770,new york,4,277729109.0,1716782.0,1238012.0,1238012.0,,,,24338169.0,277729109.0,585769.0,277998747.0,-276000000.0,-760735.0,-3506316.0,-478194.0,,-2216010.0,5000010.0
kingswood acquisition corp.,6770,new york,4,119259791.0,1345846.0,1191956.0,-265883.0,,,,15227371.0,119259791.0,441995.0,,,-265883.0,-2770153.0,-457848.0,,-4810782.0,5000008.0
novus capital corp ii,6770,indianapolis,4,288731548.0,1226168.0,1046586.0,873732.0,,,,17646975.0,288731548.0,138643.0,288877328.0,-287500000.0,-503596.0,-6217.0,-461657.0,,-1635358.0,5000003.0
pacific mercantile bancorp,6021,costa mesa,4,1534478000.0,,361442000.0,75173000.0,,155642000.0,1479000.0,1368029000.0,1534478000.0,,-57507000.0,132974000.0,-294000.0,3894000.0,,551000.0,11661000.0,166449000.0
sportstek acquisition corp.,6770,tulsa,4,173892800.0,1381251.0,,,,,,18776326.0,173892800.0,763657.0,174032426.0,-172500000.0,-927391.0,2441390.0,-1068770.0,,2440823.0,5000004.0
i-on digital corp.,2082,irvine,4,13078280.0,11651104.0,3449788.0,-1136448.0,0.0001,3503.0,72583.0,3595079.0,13078280.0,3595079.0,75490.0,-46721.0,-746832.0,1008417.0,803281.0,105185.0,6252210.0,9002831.0
humanco acquisition corp.,6770,austin,4,313979119.0,1478520.0,,,,,0.0,38526215.0,313979119.0,260715.0,-5000.0,45459.0,-224434.0,2867699.0,-344383.0,,-6402257.0,5000004.0
corsair partnering corp,6770,new york,4,755458.0,25100.0,,,,,,,755458.0,775075.0,25100.0,,0.0,-44617.0,,,-44617.0,-19617.0
bank7 corp.,6022,oklahoma city,4,1133031000.0,,,,0.01,90000.0,1964000.0,1016020000.0,1133031000.0,,101045000.0,-84521000.0,17307000.0,6105000.0,,8889000.0,23286000.0,117011000.0
figure acquisition corp. i,6770,san francisco,4,288994784.0,1301800.0,,,0.0001,,,27275691.0,288994784.0,164441.0,289059488.0,-287500000.0,-598571.0,-1039519.0,-249503.0,,822302.0,5000003.0
l&f acquisition corp.,6770,chicago,4,176580061.0,1475984.0,0.0,,,,0.0,26362258.0,176580061.0,627060.0,,,-186924.0,-2655288.0,-448718.0,,132294.0,5000007.0
campbell fund trust,6221,baltimore,4,300136893.0,,1257827.0,,,,,5330232.0,300136893.0,,-26283313.0,,51804792.0,36225290.0,,,,
campbell strategic allocation fund lp,6221,"baltimore,",4,145983644.0,,570528.0,,,,,3423972.0,145983644.0,,-9971870.0,,24607247.0,15630366.0,,,,
tiga acquisition corp.,6770,singapore,4,282613197.0,1043475.0,,,,,0.0,47147058.0,282613197.0,534834.0,2733220.0,-2760000.0,-314160.0,10998009.0,-834787.0,,-9853414.0,5000008.0
"brooklyn immunotherapeutics, inc.",2834,brooklyn,4,64709646.0,51941173.0,,,0.005,223537.0,,29526783.0,64709646.0,7684498.0,58503126.0,265856.0,-10234764.0,-10085317.0,-18114727.0,582041.0,-65176198.0,35182863.0
euroseas ltd.,4412,151 25 maroussi,4,112907698.0,15179042.0,8267771.0,4705781.0,0.03,217347.0,,67357314.0,112907698.0,20658126.0,-9179332.0,-225136.0,14110249.0,11736326.0,12735398.0,95598016.0,-219198302.0,45550384.0
first capital inc,6035,corydon,4,1078666000.0,,,8108000.0,0.01,,497000.0,966148000.0,1078666000.0,,59311000.0,-60639000.0,9436000.0,5669000.0,3231000.0,15511000.0,76069000.0,112413000.0
"magyar bancorp, inc.",6035,new brunswick,4,842330000.0,,129185000.0,67459000.0,0.01,59000.0,1898000.0,781067000.0,842330000.0,,82506000.0,-20286000.0,5239000.0,,,14491000.0,37672000.0,
chemomab therapeutics ltd.,2834,tel aviv,4,70518000.0,68835000.0,45396000.0,33722000.0,,,,2479000.0,70518000.0,2159000.0,61227000.0,-20605000.0,-6900000.0,-4474000.0,,243000.0,-28169000.0,68039000.0
texas republic capital corp,6311,austin,4,36862230.0,,13282384.0,,0.01,148671.0,,29072631.0,36862230.0,,1714841.0,1599138.0,-1017512.0,-474324.0,,22031.0,-10857641.0,7789599.0
novaccess global inc.,3081,chesterland,4,25725.0,,1594.0,,,41441001.0,,4485232.0,25725.0,4319352.0,419172.0,,-417756.0,-2611354.0,-2182702.0,,-60560440.0,-4459507.0
markforged holding corp,3577,watertown,4,71151000.0,61142000.0,33144000.0,,0.0,,6000.0,24598000.0,71151000.0,20295000.0,-8148000.0,-1039000.0,-16384000.0,-11090000.0,-10735000.0,4480000.0,-100673000.0,-91399000.0
"pershing square tontine holdings, ltd.",6770,new york,4,4029019751.0,26772751.0,25023579.0,,,,36904.0,609905023.0,4029019751.0,19074926.0,996924.0,433770.0,-758478.0,503903717.0,-13552004.0,,-583076344.0,-583051344.0
tastemaker acquisition corp.,6770,new york,4,279690330.0,884298.0,488507.0,469791.0,,,,27202008.0,279690330.0,115008.0,279970524.0,-278760000.0,-740733.0,3790817.0,-252411.0,,1048102.0,5000001.0
hcw biologics inc.,2834,miramar,4,13033394.0,10046320.0,5050851.0,,,,0.0,,13033394.0,4169425.0,-901462.0,-23279.0,-2480242.0,-5594358.0,-6163166.0,1387324.0,-23240202.0,-23239706.0
periphas capital partnering corp,6770,new york,4,415085146.0,1071465.0,777501.0,,,,,9232252.0,415085146.0,197402.0,,,-559173.0,-308566.0,,,1694534.0,5000019.0
odyssey marine exploration inc,4400,tampa,4,10595302.0,5369832.0,4786353.0,-1376852.0,0.0001,1302.0,0.0,74497866.0,10595302.0,60083980.0,1475407.0,-13930.0,-2838329.0,-2227499.0,-4946640.0,552963.0,-271082179.0,-30687694.0
"f-star therapeutics, inc.",2834,cambridge,4,124974000.0,85319000.0,81648000.0,63070000.0,0.0001,2000.0,82000.0,25981000.0,124974000.0,9953000.0,87046000.0,-643000.0,-23333000.0,-15649000.0,-14938000.0,1157000.0,-72686000.0,98993000.0
"inhibitor therapeutics, inc.",8731,tampa,4,136520.0,126758.0,93716.0,18657.0,0.0001,37588.0,,3651109.0,136520.0,554859.0,176000.0,,-157343.0,-194020.0,-230.388,,-57465674.0,-3514589.0
rxr acquisition corp.,6770,uniondale,4,346218400.0,1211124.0,672251.0,,,,0.0,25525380.0,346218400.0,232051.0,346538980.0,-345000000.0,-866729.0,-938852.0,-362703.0,,-24307843.0,-24306980.0
"cbm bancorp, inc.",6035,baltimore,4,249994131.0,,59817302.0,,0.01,35258.0,51238.0,199806216.0,249994131.0,,14799023.0,-5525435.0,2935752.0,104290.0,,1688614.0,20955641.0,50187915.0
"tc bancshares, inc.",6035,thomasville,4,406211950.0,,89323312.0,,,,169052.0,365107525.0,406211950.0,,54630545.0,-8449487.0,1265855.0,1335136.0,,3360406.0,43308347.0,41104425.0
vine energy inc.,1311,plano,4,1972344000.0,195339000.0,54988000.0,39471000.0,,,4620000.0,1711419000.0,1972344000.0,450817000.0,-15020000.0,-151529000.0,206020000.0,-198364000.0,-259391000.0,1738480000.0,-214273000.0,141800000.0
nightdragon acquisition corp.,6770,san francisco,4,347560583.0,2541621.0,1454809.0,,,,,22460379.0,347560583.0,234125.0,348239783.0,-345000000.0,-1809974.0,595944.0,-535966.0,,-742360.0,5000005.0
meta materials inc.,3674,dartmouth,4,460891579.0,230511386.0,154634423.0,,0.001,257966.0,-57847.0,92977230.0,460891579.0,87254339.0,15483993.0,143639858.0,-5607851.0,-5181393.0,,5382196.0,-86736755.0,367914349.0
avanti acquisition corp.,6770,newark,4,600692717.0,665964.0,5275.0,,,,,69231552.0,600692717.0,154889.0,,,-1189546.0,1263303.0,-699252.0,,409816.0,5000005.0
sandbridge x2 corp,6770,new york,4,239597845.0,1417325.0,830626.0,,,,0.0,21501303.0,239597845.0,94434.0,239927091.0,-238177010.0,-919455.0,-5069599.0,-424979.0,,-3291121.0,5000004.0
altimeter growth corp. 2,6770,menlo park,4,451143649.0,1130949.0,,,,,,17072679.0,451143649.0,166201.0,451465226.0,-450000000.0,-911360.0,270269.0,-500478.0,,-1649255.0,5000010.0
citic capital acquisition corp.,3714,chaoyang district,4,278234381.0,374725.0,126622.0,-854984.0,,,,35859605.0,278234381.0,3224405.0,0.0,-276000000.0,-854984.0,-1876059.0,,,-634617.0,5000006.0
zanite acquisition corp.,6770,beachwood,4,236166655.0,1552433.0,1334405.0,,,,,39931508.0,236166655.0,2591908.0,2300000.0,-2300000.0,-637406.0,-1842472.0,-2967843.0,,-36065428.0,-36064853.0
levere holdings corp.,6770,grand cayman,4,272550197.0,1022892.0,647727.0,,,,,24849787.0,272550197.0,242022.0,272733281.0,-271285320.0,-800234.0,639699.0,-205122.0,,639699.0,5000001.0
"population health investment co., inc.",6770,new york,4,173571311.0,1064705.0,415820.0,,,,,17513830.0,173571311.0,685500.0,,,-265423.0,-1049761.0,-714408.0,,-1367264.0,5000001.0
man ahl diversified i lp,6221,chicago,4,97337393.0,,,0.0,,,0.0,943878.0,97337393.0,,-4259546.0,,4259546.0,,-2332238.0,,,
marlin technology corp.,6770,hermosa beach,4,415106054.0,1019129.0,425128.0,,,,0.0,39177253.0,415106054.0,316320.0,415441443.0,-414000000.0,-1016315.0,-9268500.0,-1911507.0,,4572951.0,5000001.0
vpc impact acquisition holdings,7372,george town,4,208440572.0,1047130.0,,,,,,42720411.0,208440572.0,4106461.0,,,-316507.0,21269658.0,-3580799.0,,-17263148.0,5000001.0
vpc impact acquisition holdings ii,6770,george town,4,257653972.0,1856310.0,,,,,,27202156.0,257653972.0,,257908205.0,-255784660.0,-1383259.0,629517.0,-1999977.0,,-980580.0,5000006.0
